subject,predicaat,klasse,tekst,match_type,vmm_term,vmm_uri,vmm_definitie
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_920,altLabel,Parameter,"2,2',3,4,4',5'-Hexachloorbifenyl (PCB138)",geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_4847,prefLabel,OrganisatieSpecifiekeReferentie,OSR_4847,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2594,verkorteNotatie,Parameter,Chryseen,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_3021,verkorteNotatie,Parameter,Lood,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_2072,prefLabel,Variabele,Azijnzuur,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1334,prefLabel,Variabele,Korrelgrootte distributie <1000µm,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1513,prefLabel,Parameter,Perfluoroctaansulfonamide (PFOSA) in biota,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_6209,prefLabel,ParameterAspect,ACETN (standaard in water): vracht per tijd,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_8038,prefLabel,ParameterAspect,Chr LS10 (Eluaat LS10 in vaste deel van de aarde): massaconcentratie,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2790,altLabel,Parameter,Molybdeen,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1483,altLabel,Parameter,n-Propanol,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_594,prefLabel,Variabele,trans-Chloordaan,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_3811,altLabel,Parameter,Diallaat,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_3939,verkorteNotatie,Parameter,Heptaanzuur,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_2026,prefLabel,ParameterAspect,Ca t (totaal in water): massaconcentratie,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_389,verkorteNotatie,Parameter,Biotische index (10-0),geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_80,altLabel,Parameter,Tridecaan,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_2843,prefLabel,ParameterAspect,Surf ION (standaard in water): vracht,bevat_vmm_term,ion,https://vmm.vlaanderen.be/woordenboek/ion,"Een elektrisch geladen atoom, molecuul of andere groep gebonden atomen. Een ion kan positief of negatief geladen zijn door respectievelijk een gebrek of een overschot aan een of meer elektronen. Een voorbeeld van een enkelvoudig ion is het chloride-ion (Cl - ). Voorbeelden van samengestelde ionen zijn het ammonium-ion (NH 4 + ) en het sulfaation (SO 4 2– )."
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2246,prefLabel,Parameter,= PFHxStotaal - PFHxS in biota,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_5915,prefLabel,OrganisatieSpecifiekeReferentie,OSR_5915,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_6767,prefLabel,OrganisatieSpecifiekeReferentie,OSR_6767,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_4147,verkorteNotatie,Parameter,Organohalogenen adsorbeerbaar,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_71,prefLabel,Variabele,Polyaromatische koolwaterstoffen (PAK's),bevat_vmm_term,pak's,https://vmm.vlaanderen.be/woordenboek/paks,Polycyclische aromatische koolwaterstoffen
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_289,prefLabel,OrganisatieSpecifiekeReferentie,OSR_289,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/natuurkundigedimensie/ND_7,prefLabel,NatuurkundigeDimensie,dimensieloze verhouding,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_4315,verkorteNotatie,Parameter,Pyrazofos,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_2172,prefLabel,OrganisatieSpecifiekeReferentie,OSR_2172,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_1126,prefLabel,ParameterAspect,11CEa (standaard in water): massaconcentratie,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_2306,prefLabel,ParameterAspect,EC 25 (standaard in vaste deel van de aarde): geleidbaarheid,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_248,prefLabel,OrganisatieSpecifiekeReferentie,OSR_248,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_4289,verkorteNotatie,Parameter,Lood Eluaat LS5,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_452,prefLabel,ParameterAspect,N t (totaal in water): massaconcentratie,bevat_vmm_term,n t,https://vmm.vlaanderen.be/woordenboek/n-t,Totaal stikstof
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_1769,prefLabel,ParameterAspect,Te (standaard in water): massaconcentratie,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_6301,prefLabel,ParameterAspect,MCPB (standaard in water): vracht per tijd,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_4100,prefLabel,Parameter,Methylcyclohexaan in water,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2932,altLabel,Parameter,Perfluorheptaanzuur (PFHpA),geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_3181,prefLabel,Parameter,para-Xyleen in lucht,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_4146,altLabel,Parameter,Organohalogenen,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_3572,prefLabel,ParameterAspect,25MOx4CAn (standaard in water): vracht,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_7639,prefLabel,OrganisatieSpecifiekeReferentie,OSR_7639,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_6750,prefLabel,ParameterAspect,TtCEe LS10 (Eluaat LS10 in vaste deel van de aarde): massaconcentratie,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_329,prefLabel,Parameter,"2,6-Dichlooraniline in water",geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_537,prefLabel,Variabele,"3,4-Dichloorfenol",geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_2739,prefLabel,OrganisatieSpecifiekeReferentie,OSR_2739,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_2216,prefLabel,ParameterAspect,DMyDOxa (standaard in water): massaconcentratie,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_921,prefLabel,ParameterAspect,Aldrin (standaard in water): massaconcentratie,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_3564,prefLabel,OrganisatieSpecifiekeReferentie,OSR_3564,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_7419,prefLabel,ParameterAspect,PFHxSA (standaard in vaste deel van de aarde): massaverhouding,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2827,altLabel,Parameter,Nitriet,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_3090,prefLabel,Parameter,Thallium in lucht,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_5550,prefLabel,OrganisatieSpecifiekeReferentie,OSR_5550,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_2671,prefLabel,OrganisatieSpecifiekeReferentie,OSR_2671,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_203,verkorteNotatie,Parameter,Fenmedifam,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_7587,prefLabel,OrganisatieSpecifiekeReferentie,OSR_7587,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_980,altLabel,Parameter,Difenyl,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_2091,prefLabel,ParameterAspect,Mn t (totaal in vaste deel van de aarde): massaverhouding per droge stof,bevat_vmm_term,mn,https://vmm.vlaanderen.be/woordenboek/mn,Mangaan
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_4030,verkorteNotatie,Parameter,"Apolaire koolwaterstoffen, fractie C32-C36",geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1106,altLabel,Parameter,Propaan,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_1763,prefLabel,ParameterAspect,Mercapt (standaard in water): vracht,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1247,altLabel,Parameter,"2,2',3,3',4,4',5-Heptachloorbifenyl (PCB170)",geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_442,prefLabel,OrganisatieSpecifiekeReferentie,OSR_442,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_2755,prefLabel,ParameterAspect,Methaan (standaard in water): vracht,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_3541,prefLabel,ParameterAspect,24+25CAn (standaard in water): massaconcentratie,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_3825,prefLabel,OrganisatieSpecifiekeReferentie,OSR_3825,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2728,altLabel,Parameter,Kwik,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_6050,prefLabel,OrganisatieSpecifiekeReferentie,OSR_6050,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_3401,prefLabel,OrganisatieSpecifiekeReferentie,OSR_3401,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_4218,verkorteNotatie,Parameter,Perfluordecaansulfonzuur (PFDS),geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_5005,prefLabel,OrganisatieSpecifiekeReferentie,OSR_5005,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_2924,prefLabel,OrganisatieSpecifiekeReferentie,OSR_2924,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_7264,prefLabel,OrganisatieSpecifiekeReferentie,OSR_7264,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_911,prefLabel,Parameter,"Indeno(1,2,3-cd)pyreen in water",geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_320,prefLabel,Variabele,Chlorofyl,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_963,prefLabel,Variabele,Perfluorheptaanzuur (PFHpA),geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_865,verkorteNotatie,Parameter,cis-Chloordaan,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2759,prefLabel,Parameter,N-methylperfluorbutaansulfonamidoazijnzuur in TSP,bevat_vmm_term,tsp,https://vmm.vlaanderen.be/woordenboek/tsp,"Totaal stof. Een mengsel van deeltjes van uiteenlopende samenstelling en afmetingen in de lucht. De deeltjes worden ingedeeld in fracties op basis van hun grootte, namelijk PM10, PM2,5, PM1 en PM0,1."
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_4765,prefLabel,ParameterAspect,PCB 11 (standaard in bulk depositie (precip)): percentage,bevat_vmm_term,bulk,https://vmm.vlaanderen.be/woordenboek/bulk,"Verzamelnaam voor goederen die niet per stuk worden verpakt en geladen. Ze worden los in het ruim van een schip, vrachtwagen of wagon gestort. Wanneer de producten niet vloeibaar zijn gaat het om droge bulk."
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_3348,prefLabel,OrganisatieSpecifiekeReferentie,OSR_3348,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameterAfleiding/AFL_63,prefLabel,ParameterAfleidingVeelterm,som van 9 indicatieve PFAS,bevat_vmm_term,pfas,https://vmm.vlaanderen.be/woordenboek/pfas,"Poly- en perfluoralkylstoffen zijn chemische stoffen die door de mens zijn gemaakt. Zij komen van nature niet in het milieu voor. Ze worden in vele industriële toepassingen en consumentenproducten gebruikt. Denk aan de teflon anti-aanbaklaag in pannen, cosmetica, textiel, brandblusschuim, schoonmaakmiddelen of smeermiddelen . PFAS kunnen schadelijke effecten hebben op de gezondheid van mensen."
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_3753,verkorteNotatie,Parameter,Decaanzuur,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_6536,prefLabel,OrganisatieSpecifiekeReferentie,OSR_6536,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_6191,prefLabel,OrganisatieSpecifiekeReferentie,OSR_6191,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_5320,prefLabel,OrganisatieSpecifiekeReferentie,OSR_5320,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_6465,prefLabel,ParameterAspect,Re t (totaal in water): vracht per tijd,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_8114,prefLabel,ParameterAspect,KWS C5-8 (standaard in vaste deel van de aarde): massaverhouding,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_4321,prefLabel,ParameterAspect,Cr6+ (standaard in PM10): massaconcentratie,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1330,altLabel,Parameter,"2,2',3,4,4'-Pentabroomdifenylether (BDE85)",geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_4531,prefLabel,OrganisatieSpecifiekeReferentie,OSR_4531,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_4588,prefLabel,OrganisatieSpecifiekeReferentie,OSR_4588,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_888,verkorteNotatie,Parameter,Trifluralin,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1903,prefLabel,Variabele,"PM2,5 - PM10",geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_4351,altLabel,Parameter,Strontium,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_5212,prefLabel,OrganisatieSpecifiekeReferentie,OSR_5212,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_4612,prefLabel,ParameterAspect,MycyPa (standaard in lucht): massaconcentratie (Nm³),geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2745,verkorteNotatie,Parameter,"Kalium, éénwaardig",geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_7682,prefLabel,OrganisatieSpecifiekeReferentie,OSR_7682,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2786,altLabel,Parameter,Mangaan,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_1156,prefLabel,OrganisatieSpecifiekeReferentie,OSR_1156,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2123,prefLabel,Parameter,Tetraconazool in water,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/eenheid/E_13,prefLabel,Eenheid,kilogram per uur,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_4119,prefLabel,OrganisatieSpecifiekeReferentie,OSR_4119,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2420,verkorteNotatie,Parameter,"2,3-Dimethylbutaan",geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1122,verkorteNotatie,Parameter,Propeen,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_6224,prefLabel,OrganisatieSpecifiekeReferentie,OSR_6224,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_350,prefLabel,OrganisatieSpecifiekeReferentie,OSR_350,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_3400,prefLabel,ParameterAspect,MUCd-Cl- (MUCd project in water): massaconcentratie,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_3912,verkorteNotatie,Parameter,Waterstofsulfide,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_5175,prefLabel,OrganisatieSpecifiekeReferentie,OSR_5175,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_4531,prefLabel,Parameter,gamma-Chloordaan Eluaat LS10 in vaste deel van de aarde,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_2264,prefLabel,ParameterAspect,bFol-A (standaard in vaste deel van de aarde): massaverhouding per droge stof,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_6798,prefLabel,OrganisatieSpecifiekeReferentie,OSR_6798,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_3215,verkorteNotatie,Parameter,"1,1,1,2-Tetrachloorethaan",geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_2050,prefLabel,ParameterAspect,Cdazon (standaard in water): vracht,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_4830,prefLabel,OrganisatieSpecifiekeReferentie,OSR_4830,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_3891,prefLabel,ParameterAspect,NH4+ (standaard in vaste deel van de aarde): massaverhouding per droge stof,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_7795,prefLabel,ParameterAspect,dBThfe (standaard in vaste deel van de aarde): massaverhouding per droge stof,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_1514,prefLabel,ParameterAspect,Ethopfos (standaard in water): massaconcentratie,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1576,prefLabel,Parameter,Octadecadienyltrimethylammonium in water,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_306,prefLabel,OrganisatieSpecifiekeReferentie,OSR_306,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_1036,prefLabel,ParameterAspect,Cyanaz (standaard in water): vracht,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_5905,prefLabel,OrganisatieSpecifiekeReferentie,OSR_5905,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1558,verkorteNotatie,Parameter,Hexadecyldimethylbenzylammonium,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_4237,prefLabel,ParameterAspect,CO2 (standaard in lucht): percentage,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_6269,prefLabel,OrganisatieSpecifiekeReferentie,OSR_6269,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_7579,prefLabel,ParameterAspect,44DDE (standaard in vaste deel van de aarde): massaverhouding,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2756,verkorteNotatie,Parameter,N-methylperfluorbutaansulfonamide (MePFBSA),geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_6318,prefLabel,ParameterAspect,DMyFt (standaard in water): vracht per tijd,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_558,verkorteNotatie,Parameter,Isodrin,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_2516,prefLabel,OrganisatieSpecifiekeReferentie,OSR_2516,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_3733,altLabel,Parameter,Dichlooretheen,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_1283,prefLabel,OrganisatieSpecifiekeReferentie,OSR_1283,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_3884,prefLabel,OrganisatieSpecifiekeReferentie,OSR_3884,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_4575,prefLabel,ParameterAspect,Mg (standaard in regen): molaire concentratie,bevat_vmm_term,mg,https://vmm.vlaanderen.be/woordenboek/mg,Milligram of één duizendste gram.
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_3525,altLabel,Parameter,Boor,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_7238,prefLabel,OrganisatieSpecifiekeReferentie,OSR_7238,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1709,altLabel,Parameter,"Som van 4 totale metalen Cu,Ni,Zn,Cr",bevat_vmm_term,cr,https://vmm.vlaanderen.be/woordenboek/cr,Chroom
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_3544,altLabel,Parameter,"2,3,3’,4,4’,5,5’,6-octabromodifenyl ether (BDE 205)",geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2423,altLabel,Parameter,op'Dichloordifenyltrichloorethaan,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2655,prefLabel,Parameter,Endrin in regen,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1900,prefLabel,Variabele,PM1,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_2804,prefLabel,OrganisatieSpecifiekeReferentie,OSR_2804,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1114,prefLabel,Parameter,n-Heptaan in vaste deel van de aarde,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2267,prefLabel,Parameter,Som van de 9 indicatieve PFAS in vaste deel van de aarde,bevat_vmm_term,pfas,https://vmm.vlaanderen.be/woordenboek/pfas,"Poly- en perfluoralkylstoffen zijn chemische stoffen die door de mens zijn gemaakt. Zij komen van nature niet in het milieu voor. Ze worden in vele industriële toepassingen en consumentenproducten gebruikt. Denk aan de teflon anti-aanbaklaag in pannen, cosmetica, textiel, brandblusschuim, schoonmaakmiddelen of smeermiddelen . PFAS kunnen schadelijke effecten hebben op de gezondheid van mensen."
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_197,prefLabel,ParameterAspect,Ibuprofen (standaard in water): vracht,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_4075,verkorteNotatie,Parameter,N-methylperfluoroctaansulfonamidoazijnzuur,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1664,altLabel,Parameter,"Som van 4 metalen totaal Cr, Zn, Mn en Cu",bevat_vmm_term,cr,https://vmm.vlaanderen.be/woordenboek/cr,Chroom
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_7132,prefLabel,OrganisatieSpecifiekeReferentie,OSR_7132,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_3482,altLabel,Parameter,Acenaftyleen,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_7368,prefLabel,ParameterAspect,6:2 diPAP (standaard in biota): massaverhouding,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2509,verkorteNotatie,Parameter,Arseen,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_3260,prefLabel,ParameterAspect,Pd mt (multi totaal in water): massaconcentratie,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_3633,prefLabel,Parameter,Cyaniden Eluaat LS10 in vaste deel van de aarde,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_3918,verkorteNotatie,Parameter,"Hexachloorcyclohexaan, alle isomeren Eluaat LS10",geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_4110,verkorteNotatie,Parameter,Nitriet,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1649,altLabel,Parameter,CFK individueel,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_6353,prefLabel,OrganisatieSpecifiekeReferentie,OSR_6353,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_882,altLabel,Parameter,Tetrabutyltin,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1858,prefLabel,Parameter,Europium multi totaal in water,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_2276,prefLabel,ParameterAspect,DOySn (standaard in vaste deel van de aarde): massaverhouding tin per droge stof,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1318,prefLabel,Variabele,Yttrium,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1023,verkorteNotatie,Parameter,"3,4-Dimethylfenol",geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_6826,prefLabel,ParameterAspect,PROPA (standaard in water): massaconcentratie,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1731,prefLabel,Parameter,Stoffen extraheerbaar in water,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_4519,altLabel,Parameter,"Dibenzo(a,h)anthraceen Eluaat LS10",geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2537,altLabel,Parameter,Benzo(k)fluorantheen,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_2390,prefLabel,OrganisatieSpecifiekeReferentie,OSR_2390,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_246,verkorteNotatie,Parameter,Aclonifen,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_5318,prefLabel,ParameterAspect,MAFY (Nieuwe indexberekening in water): ecologische kwaliteitscoëfficiënt,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1300,verkorteNotatie,Parameter,Pyrazofos,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1491,verkorteNotatie,Parameter,Perfluorbutaanzuur (PFBA),geen,,,
